City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,choibalsan,48.0667,114.5,5.32,59,87,4.97,MN,1697501425
283,pekalongan,-6.8886,109.6753,30.01,65,50,1.13,ID,1697501425
284,ishinomaki,38.4167,141.3,16.62,55,0,10.18,JP,1697501361
285,idritsa,56.3316,28.8988,1.94,89,34,3.96,RU,1697501425
286,karratha,-20.7377,116.8463,31.21,14,0,6.85,AU,1697501425
287,urengoy,65.9667,78.3667,1.17,97,100,1.79,RU,1697501425
288,baia,47.4167,26.2167,8.3,75,13,1.43,RO,1697501426
289,dunn,44.95,-91.8835,8.65,85,0,0.0,US,1697501426
290,okhotsk,59.3833,143.3,-5.49,70,48,10.0,RU,1697501426
291,aqadyr,48.2553,72.8483,5.86,58,15,2.41,KZ,1697501426
292,linhares,-19.3911,-40.0722,23.26,86,9,2.06,BR,1697501427
293,punta arenas,-53.15,-70.9167,8.95,57,98,7.04,CL,1697501427
294,quirinopolis,-18.4483,-50.4517,30.74,35,65,0.66,BR,1697501427
295,hono,57.6897,11.6497,11.2,89,29,11.22,SE,1697501427
296,puerto aysen,-45.4,-72.7,4.76,98,81,1.87,CL,1697501427
297,ilulissat,69.2167,-51.1,-7.99,73,75,10.8,GL,1697501427
298,al bardiyah,31.7561,25.0865,21.75,86,0,4.47,LY,1697501428
299,pergamino,-33.89,-60.5736,19.34,72,6,4.81,AR,1697501323
300,crane,31.3974,-102.3501,21.0,32,0,3.06,US,1697501428
301,qingdao,36.0986,120.3719,18.1,46,0,0.61,CN,1697501428
302,chazuta,-6.5742,-76.1367,28.47,80,81,0.4,PE,1697501428
303,labrador city,52.9463,-66.9114,2.3,79,38,2.63,CA,1697501428
304,miches,18.9836,-69.0476,26.42,85,74,2.96,DO,1697501428
305,mahina,-17.5065,-149.489,28.87,61,40,1.54,PF,1697501418
306,las tablas,7.7667,-80.2833,26.34,86,88,2.68,PA,1697501429
307,astara,38.5,48.6667,15.04,68,47,2.32,AZ,1697501429
308,new norfolk,-42.7826,147.0587,16.07,41,12,1.81,AU,1697501429
309,fort bragg,35.139,-79.006,13.75,65,100,1.54,US,1697501429
310,raja,8.4596,25.678,20.92,95,100,1.74,SS,1697501429
311,kiunga,-6.1219,141.2906,24.61,92,99,0.99,PG,1697501429
312,llandrindod wells,52.2416,-3.3787,6.88,89,100,5.06,GB,1697501430
313,las lomitas,-24.7096,-60.593,37.68,23,32,4.99,AR,1697501430
314,mary,37.0,62.5,14.62,32,0,4.79,TM,1697501216
315,fortuna,40.5982,-124.1573,19.4,96,75,0.45,US,1697501316
316,calabozo,8.9242,-67.4293,26.34,79,85,0.82,VE,1697501430
317,ginir,7.1333,40.7,14.04,82,98,1.9,ET,1697501430
318,margate,51.3813,1.3862,12.17,69,100,1.79,GB,1697501430
319,dosso,13.049,3.1937,28.9,44,87,3.55,NE,1697501430
320,lazaro cardenas,17.9583,-102.2,27.63,81,95,1.24,MX,1697501431
321,nova xavantina,-14.6667,-52.35,30.59,31,56,1.43,BR,1697501431
322,kasaragod,12.5,75.0,24.97,90,100,1.69,IN,1697501431
323,nadym,65.5333,72.5167,1.06,94,100,3.53,RU,1697501431
324,aykhal,66.0,111.5,-3.85,94,99,4.92,RU,1697501244
325,ambon,-3.6954,128.1814,29.37,95,40,2.06,ID,1697501431
326,warmbad,-28.45,18.7333,19.71,28,0,1.85,NA,1697501432
327,kpalime,6.9,0.6333,22.57,98,97,0.99,TG,1697501432
328,chifeng,42.2683,118.9636,10.72,33,54,2.24,CN,1697501432
329,trinidad,-14.8333,-64.9,30.06,46,18,2.1,BO,1697501432
330,gaiman,-43.2897,-65.4929,12.51,39,64,6.2,AR,1697501433
331,vilyuchinsk,52.9306,158.4028,9.15,87,100,10.67,RU,1697501433
332,tokar,18.4254,37.729,29.4,66,78,4.95,SD,1697501433
333,dakhla,23.6848,-15.958,22.16,81,96,4.84,EH,1697501433
334,grants pass,42.439,-123.3284,19.73,90,100,1.54,US,1697501433
335,yelizovo,53.1873,158.3805,9.08,66,75,8.0,RU,1697501434
336,hammerfest,70.6634,23.6821,0.25,100,100,4.12,NO,1697501434
337,bereeda,11.8704,51.0579,27.02,77,8,3.53,SO,1697501434
338,katabu,-4.9333,122.5167,29.57,54,58,3.74,ID,1697501434
339,rikaze,29.25,88.8833,3.3,56,67,1.75,CN,1697501434
340,kapoeta,4.7717,33.5903,21.5,89,100,2.08,SS,1697501435
341,sisimiut,66.9395,-53.6735,-7.13,86,91,5.66,GL,1697501435
342,galesong,-5.3166,119.3661,27.01,50,57,1.05,ID,1697501435
343,daru,-9.0763,143.2092,27.09,76,68,5.05,PG,1697501435
344,punta del este,-34.9667,-54.95,15.06,97,75,3.6,UY,1697501175
345,qui nhon,13.7667,109.2333,24.82,89,100,2.7,VN,1697501436
346,al jumum,21.6169,39.6981,27.02,62,7,1.78,SA,1697501436
347,port alfred,-33.5906,26.891,15.1,95,90,6.9,ZA,1697501436
348,port isabel,26.0734,-97.2086,21.04,60,0,4.02,US,1697501436
349,harstad,68.799,16.5293,3.23,98,99,0.45,NO,1697501437
350,codrington,-38.2667,141.9667,13.79,56,0,1.68,AU,1697501437
351,tungi,23.89,90.4058,26.0,83,40,0.0,BD,1697501437
352,san miguel,13.4833,-88.1833,24.82,95,100,1.08,SV,1697501437
353,arteche,12.2645,125.4048,28.05,76,93,1.28,PH,1697501437
354,faya-largeau,17.9257,19.1043,28.49,21,50,5.77,TD,1697501437
355,akrehamn,59.2667,5.1833,10.23,71,75,7.72,NO,1697501438
356,moyynkum,44.2914,72.9469,10.92,57,0,8.69,KZ,1697501438
357,shalqar,47.8333,59.6,9.42,60,0,3.96,KZ,1697501438
358,huautla de jimenez,18.1315,-96.8409,11.87,98,100,1.77,MX,1697501438
359,tarawa,1.419,172.984,27.89,79,100,6.71,KI,1697501223
360,nejo,9.5,35.5,13.73,97,99,1.0,ET,1697501238
361,sola,-13.8833,167.55,26.0,83,67,8.14,VU,1697501438
362,tolanaro,-25.0319,46.9987,21.41,84,100,0.8,MG,1697501438
363,zhangye,38.9342,100.4517,8.67,38,97,0.95,CN,1697501439
364,silute,55.3489,21.4831,6.4,61,29,3.81,LT,1697501439
365,alice springs,-23.7,133.8833,21.75,26,0,7.2,AU,1697501439
366,susuman,62.7833,148.1667,-17.79,83,4,0.89,RU,1697501439
367,murzuq,25.9155,13.9184,22.35,20,0,3.83,LY,1697501439
368,say,13.1007,2.3689,29.49,47,87,4.83,NE,1697501440
369,whakatane,-37.9585,176.9854,16.97,78,73,4.4,NZ,1697501440
370,souillac,-20.5167,57.5167,21.21,88,20,1.54,MU,1697501440
371,phan rang-thap cham,11.5667,108.9833,25.99,83,86,1.42,VN,1697501440
372,bonthe,7.5264,-12.505,25.44,86,87,2.29,SL,1697501440
373,borda da mata,-22.2742,-46.1653,19.57,87,92,1.4,BR,1697501441
374,huangshi,30.2042,115.0776,19.43,64,0,2.91,CN,1697501441
375,rongelap,11.1635,166.8941,28.63,76,81,8.38,MH,1697501441
376,bloemfontein,-29.1211,26.214,11.71,76,0,3.09,ZA,1697501176
377,kashgar,39.4547,75.9797,14.68,31,100,1.7,CN,1697501441
378,kokstad,-30.5472,29.4241,9.34,98,100,1.78,ZA,1697501441
379,kuala tungkal,-0.8167,103.4667,25.4,82,46,2.74,ID,1697501441
380,mandla,22.6,80.3833,19.39,84,2,0.28,IN,1697501442
381,mbanza kongo,-6.267,14.2401,22.56,85,100,2.02,AO,1697501442
382,san patricio,28.017,-97.5169,22.52,39,0,3.01,US,1697501442
383,sao miguel do araguaia,-13.275,-50.1628,29.77,25,8,1.33,BR,1697501442
384,lebu,-37.6167,-73.65,10.19,82,0,10.16,CL,1697501442
385,san jose,37.3394,-121.895,25.88,59,75,25.03,US,1697501236
386,ardesen,41.1911,40.9875,17.01,90,100,8.08,TR,1697501443
387,ta`u,-14.2336,-169.5144,26.74,79,52,8.32,AS,1697501443
388,winnemucca,40.973,-117.7357,24.03,22,0,2.06,US,1697501444
389,newman,37.3138,-121.0208,28.13,50,100,1.79,US,1697501444
390,weilerswist,50.7667,6.8333,7.4,93,75,1.54,DE,1697501444
391,sabzevar,36.2126,57.6819,18.03,26,71,2.63,IR,1697501444
392,monte alegre,-2.0078,-54.0692,29.35,52,93,1.24,BR,1697501444
393,cold lake,54.4502,-110.2017,11.6,55,66,2.28,CA,1697501444
394,domna,51.8971,113.1573,3.91,60,20,5.0,RU,1697501445
395,poronaysk,49.2167,143.1167,5.72,90,92,5.25,RU,1697501445
396,kuanda,56.3161,116.0806,0.44,96,100,1.49,RU,1697501445
397,ternate,0.8,127.4,27.85,75,83,1.19,ID,1697501445
398,mount gambier,-37.8333,140.7667,14.52,52,44,1.49,AU,1697501445
399,kailua-kona,19.6406,-155.9956,28.98,79,20,5.14,US,1697501340
400,horta,38.5333,-28.6333,18.34,88,92,0.89,PT,1697501445
401,coahuayana de hidalgo,18.7,-103.6583,26.4,93,79,2.22,MX,1697501446
402,vikindu,-7.0067,39.2985,23.13,93,19,1.52,TZ,1697501446
403,mogadishu,2.0371,45.3438,26.25,87,82,3.76,SO,1697501446
404,menaka,15.9182,2.4022,31.97,18,56,1.94,ML,1697501446
405,boende,-0.2167,20.8667,21.44,92,96,0.94,CD,1697501446
406,papao,-17.75,-149.55,28.82,82,61,5.76,PF,1697501446
407,maryville,35.7565,-83.9705,11.05,89,100,2.24,US,1697501209
408,grimmen,54.1121,13.0405,2.77,84,25,2.66,DE,1697501447
409,fomboni,-12.28,43.7425,25.84,81,7,6.96,KM,1697501447
410,plastun,44.7561,136.2939,3.94,63,18,4.47,RU,1697501447
411,ambovombe,-25.1667,46.0833,21.19,77,100,2.14,MG,1697501447
412,medicine hat,50.0501,-110.6683,19.01,46,87,1.34,CA,1697501333
413,tashtyp,52.7939,89.8983,3.7,77,96,2.83,RU,1697501447
414,sparti,37.0733,22.4297,20.53,81,82,0.25,GR,1697501448
415,amga,60.8953,131.9608,-7.23,73,85,1.34,RU,1697501448
416,nyurba,63.2842,118.3319,-2.2,90,100,4.02,RU,1697501448
417,praia da vitoria,38.7333,-27.0667,19.31,87,83,5.28,PT,1697501448
418,lukolela,-1.0605,17.1821,21.97,93,97,0.56,CD,1697501448
419,marsa alam,25.0757,34.8918,25.16,53,0,6.09,EG,1697501448
420,colares,38.7992,-9.4469,23.55,94,57,10.28,PT,1697501449
421,sinazongwe,-17.2614,27.4618,25.41,73,100,4.87,ZM,1697501449
422,dzhalagash,45.0833,64.6667,9.83,49,0,6.24,KZ,1697501449
423,argo,37.6333,22.7333,19.88,76,71,2.12,GR,1697501449
424,tazacorte,28.629,-17.9293,25.54,35,0,4.92,ES,1697501449
425,tamanrasset,22.785,5.5228,22.25,21,16,2.44,DZ,1697501449
426,magadan,59.5667,150.8,3.63,66,100,1.34,RU,1697501450
427,chai badan,15.2,101.1333,26.74,89,55,1.54,TH,1697501450
428,al bayda',32.7627,21.7551,16.72,90,5,3.48,LY,1697501450
429,tobelo,1.7284,128.0095,28.22,75,60,1.67,ID,1697501450
430,utete,-7.986,38.758,22.91,96,59,1.03,TZ,1697501450
431,hobyo,5.3505,48.5268,27.29,78,73,4.44,SO,1697501178
432,lautoka,-17.6167,177.4667,28.32,54,79,3.58,FJ,1697501451
433,nieuw amsterdam,5.8833,-55.0833,28.9,80,45,3.78,SR,1697501451
434,fang,19.9169,99.2145,20.63,98,61,0.33,TH,1697501451
435,egra,50.0796,12.3739,3.23,85,100,1.28,CZ,1697501451
436,raduzhnyy,62.0961,77.475,3.28,93,78,2.5,RU,1697501451
437,tavsanli,39.5424,29.4987,11.05,83,95,2.17,TR,1697501451
438,bairnsdale,-37.8333,147.6167,16.14,56,78,0.89,AU,1697501452
439,pyt-yakh,60.7499,72.8582,7.03,97,100,2.48,RU,1697501452
440,san jose de feliciano,-30.3845,-58.7517,21.19,95,28,2.69,AR,1697501452
441,halabjah,35.1778,45.9861,19.2,47,61,1.0,IQ,1697501452
442,karsun,54.1994,46.9827,12.37,43,97,6.71,RU,1697501452
443,korla,41.7597,86.1469,10.64,43,3,3.68,CN,1697501452
444,porto novo,6.4965,2.6036,25.71,86,93,3.16,BJ,1697501452
445,port dickson,2.5228,101.7959,25.36,77,70,1.58,MY,1697501453
446,sabancuy,18.9667,-91.1833,26.53,67,96,6.64,MX,1697501453
447,luanco,43.6152,-5.7934,19.05,93,84,3.6,ES,1697501453
448,broken hill,-31.95,141.4333,14.92,36,0,6.18,AU,1697501453
449,ar ruseris,11.8659,34.3869,25.07,78,100,3.71,SD,1697501453
450,xindian,36.7975,118.2944,18.47,51,0,1.5,CN,1697501454
451,quellon,-43.1167,-73.6167,7.57,83,5,5.17,CL,1697501454
452,puerto baquerizo moreno,-0.9,-89.6,23.81,80,94,3.42,EC,1697501454
453,ambodifotatra,-16.9833,49.85,25.01,83,94,5.51,MG,1697501454
454,murwara,23.85,80.4,20.13,82,18,2.0,IN,1697501454
455,minot air force base,48.4209,-101.3391,16.1,61,40,2.06,US,1697501455
456,riverside,33.7333,-116.0508,35.44,14,0,2.06,US,1697501455
457,ust'-ilimsk,58.0006,102.6619,1.36,92,99,3.58,RU,1697501455
458,port augusta,-32.5,137.7667,18.4,31,0,3.06,AU,1697501455
459,holualoa,19.6228,-155.9522,26.91,79,20,5.14,US,1697501455
460,safford,32.834,-109.7076,31.53,22,0,3.09,US,1697501455
461,inhambupe,-11.7844,-38.3531,19.96,91,3,2.8,BR,1697501455
462,tagiura,32.8817,13.3506,24.61,41,0,5.41,LY,1697501456
463,tual,-5.6667,132.75,26.66,82,63,5.47,ID,1697501364
464,arafat,21.3594,39.9664,27.78,55,16,0.9,SA,1697501456
465,petropavlovsk-kamchatsky,53.0452,158.6483,8.33,88,75,8.0,RU,1697501456
466,mount pearl,47.5166,-52.7813,8.97,97,100,6.26,CA,1697501456
467,lagoa,39.05,-27.9833,19.62,81,80,4.54,PT,1697501456
468,pedregulho,-20.2569,-47.4767,23.04,58,45,1.8,BR,1697501457
469,garachico,28.7781,-17.7646,24.06,69,0,4.63,ES,1697501457
470,timbuktu,16.7735,-3.0074,31.79,13,93,3.62,ML,1697501457
471,lorengau,-2.0226,147.2712,29.34,68,100,2.04,PG,1697501457
472,kirakira,-10.4544,161.9205,28.34,78,100,3.05,SB,1697501457
473,pemba,-12.974,40.5178,25.31,86,17,5.42,MZ,1697501458
474,izluchinsk,60.9794,76.9242,7.01,94,84,3.33,RU,1697501458
475,mugia,43.1041,-9.2179,22.31,70,91,11.57,ES,1697501458
476,katsuren-haebaru,26.3369,127.8719,26.01,57,20,4.63,JP,1697501458
477,inhambane,-23.865,35.3833,20.69,90,100,2.71,MZ,1697501458
478,kapiri mposhi,-13.9652,28.6809,20.63,78,100,0.78,ZM,1697501459
479,el calafate,-50.3408,-72.2768,6.56,77,77,4.83,AR,1697501459
480,ibadan,7.3878,3.8964,22.54,97,94,1.68,NG,1697501450
481,saldanha,-33.0117,17.9442,19.03,70,5,3.08,ZA,1697501459
482,huarmey,-10.0681,-78.1522,20.1,86,74,4.07,PE,1697501459
483,manokwari,-0.8667,134.0833,28.53,67,86,2.08,ID,1697501460
484,sungailiat,-1.85,106.1333,28.07,74,89,5.3,ID,1697501460
485,kolonia town,6.964,158.206,31.06,74,75,2.57,FM,1697501460
486,urangan,-25.3,152.9,22.37,69,18,10.05,AU,1697501460
487,fort mcmurray,56.7268,-111.381,12.43,59,33,0.75,CA,1697501225
488,whangarei,-35.7317,174.3239,21.08,56,31,4.28,NZ,1697501460
489,okha,53.5739,142.9478,7.88,84,96,6.89,RU,1697501392
490,saint-philippe,-21.3585,55.7679,23.77,88,72,0.96,RE,1697501461
491,waiuku,-37.25,174.75,21.29,65,99,3.25,NZ,1697501463
492,jaicos,-7.3592,-41.1378,26.46,31,6,2.93,BR,1697501466
493,klaksvik,62.2266,-6.589,8.51,84,99,6.81,FO,1697501467
494,monchegorsk,67.9397,32.8739,1.5,97,100,7.95,RU,1697501469
495,hemsby,52.6971,1.6918,12.77,65,100,6.22,GB,1697501469
496,awjilah,29.1081,21.2869,20.48,62,0,2.89,LY,1697501469
497,noumea,-22.2763,166.4572,26.99,77,98,0.07,NC,1697501260
498,megion,61.0296,76.1136,7.01,98,83,3.44,RU,1697501469
499,cafarnaum,-11.6936,-41.4683,21.69,51,0,4.6,BR,1697501470
500,nusaybin,37.0778,41.2178,19.52,54,48,2.55,TR,1697501471
501,magdagachi,53.45,125.8,-0.32,42,65,1.66,RU,1697501472
502,yoloten,37.2989,62.3597,14.1,32,0,5.33,TM,1697501472
503,soio,-6.1349,12.3689,24.84,84,79,2.95,AO,1697501473
504,egilsstadir,65.2653,-14.3948,-0.05,100,100,1.03,IS,1697501473
505,amurzet,47.6967,131.0981,4.68,38,1,5.17,RU,1697501474
506,uzhur,55.3036,89.8339,6.37,77,100,8.05,RU,1697501474
507,sunland park,31.7965,-106.58,28.25,24,0,3.6,US,1697501474
508,fujin,47.26,132.0322,4.37,42,0,6.42,CN,1697501474
509,walvis bay,-22.9575,14.5053,13.38,92,9,1.66,NA,1697501474
510,noosa heads,-26.3833,153.15,22.97,63,89,7.89,AU,1697501340
511,robertsport,6.7533,-11.3686,25.83,84,100,3.15,LR,1697501474
512,ghat,24.9647,10.1728,24.82,20,8,2.32,LY,1697501475
513,kenai,60.5544,-151.2583,8.94,68,40,7.72,US,1697501475
514,pisco,-13.7,-76.2167,20.03,83,75,6.17,PE,1697501475
515,suntar,62.1444,117.6319,2.3,99,100,2.24,RU,1697501475
516,dharampur,20.5333,73.1833,23.98,68,19,1.66,IN,1697501475
517,new westminster,49.2068,-122.9109,15.64,93,99,2.24,CA,1697501288
518,mecitozu,40.52,35.2953,8.27,87,99,3.51,TR,1697501475
519,banda aceh,5.5577,95.3222,25.73,85,100,6.21,ID,1697501476
520,hami,42.8,93.45,9.32,50,99,2.86,CN,1697501476
521,kapa'a,22.0752,-159.319,29.18,72,20,4.12,US,1697501387
522,lashio,22.9333,97.75,15.97,94,66,0.79,MM,1697501476
523,west bay,19.3667,-81.4167,30.04,79,40,2.57,KY,1697501476
524,bomdila,27.25,92.4,8.31,84,32,3.03,IN,1697501477
525,aral,40.5156,81.2636,13.42,38,66,4.07,CN,1697501477
526,hailun,47.45,126.9333,4.33,37,35,2.45,CN,1697501477
527,paita,-5.0892,-81.1144,20.44,84,87,6.21,PE,1697501477
528,almese-rivera,45.1191,7.4011,11.9,73,88,0.8,IT,1697501477
529,silvania,-16.6589,-48.6081,25.54,41,19,2.56,BR,1697501477
530,puerto santa,-8.9906,-78.6456,19.05,90,93,3.81,PE,1697501478
531,thunder bay,48.4001,-89.3168,6.63,80,2,1.4,CA,1697501400
532,saint-pierre,-21.3393,55.4781,23.82,73,100,1.54,RE,1697501478
533,watsa,3.0372,29.5355,16.8,99,98,1.07,CD,1697501478
534,kizner,56.2749,51.508,9.36,53,81,6.01,RU,1697501478
535,bumba,2.1833,22.4667,21.18,97,98,0.98,CD,1697501478
536,kristiansund,63.1115,7.732,7.36,93,75,3.6,NO,1697501479
537,wynyard,-41.0,145.7167,11.37,54,0,2.67,AU,1697501479
538,necochea,-38.5473,-58.7368,9.17,79,42,7.13,AR,1697501479
539,ratoath,53.5081,-6.4625,11.16,87,75,4.12,IE,1697501480
540,dingzhou,38.5131,114.9956,11.06,52,11,0.75,CN,1697501480
541,kill devil hills,36.0307,-75.676,15.01,63,0,2.57,US,1697501480
542,nagqu,31.5,92.0,-0.82,47,100,1.72,CN,1697501480
543,chernyshevsk,52.5243,117.0174,3.24,58,48,3.18,RU,1697501354
544,segezha,63.7415,34.3222,2.75,85,100,8.05,RU,1697501480
545,nuku'alofa,-21.1333,-175.2,24.19,88,75,7.72,TO,1697501481
546,martil,35.6166,-5.2752,19.98,77,0,1.54,MA,1697501481
547,merritt,50.1123,-120.7942,14.07,77,96,4.47,CA,1697501481
548,belfast,54.5833,-5.9333,7.33,93,75,2.57,GB,1697501481
549,south hedland,-20.4089,118.5983,31.96,7,0,6.69,AU,1697501482
550,turkmenbasy,40.0222,52.9552,17.66,50,100,2.47,TM,1697501482
551,tura,25.5198,90.2201,19.62,87,0,1.39,IN,1697501482
552,pacasmayo,-7.4006,-79.5714,20.44,83,67,5.4,PE,1697501482
553,kamina,-8.7386,24.9906,19.28,91,80,2.37,CD,1697501482
554,belmonte,-15.8631,-38.8828,23.2,79,0,2.38,BR,1697501482
555,larvik,59.0533,10.0352,7.17,79,40,2.57,NO,1697501483
556,san antonio de pale,-1.4014,5.6325,25.78,81,97,5.84,GQ,1697501483
557,i-n-salah,27.1935,2.4607,25.5,32,36,5.13,DZ,1697501483
558,vila velha,-20.3297,-40.2925,24.97,90,8,3.13,BR,1697501483
559,formosa,-26.1775,-58.1781,32.2,56,41,2.95,AR,1697501483
560,saba,15.4667,-86.25,21.26,98,99,0.24,HN,1697501483
561,oudtshoorn,-33.5907,22.2014,13.2,77,0,2.08,ZA,1697501484
562,conception bay south,47.4999,-52.9981,9.3,96,100,12.01,CA,1697501484
563,chuguyevka,44.1653,133.8633,4.39,49,8,4.42,RU,1697501484
564,bay roberts,47.5999,-53.2648,9.63,93,100,4.47,CA,1697501484
565,mahibadhoo,3.7833,72.9667,27.82,74,45,7.35,MV,1697501484
566,chulakkurgan,43.765,69.1814,6.46,65,0,2.21,KZ,1697501484
567,inarajan village,13.2736,144.7484,30.78,86,80,3.5,GU,1697501484
568,hammel,56.2576,9.8632,4.89,79,35,3.79,DK,1697501485
